Time, x, y, z,,,,,,,,,,,
35.3157372,-1.532,-9.5,0.153,92.620433,-0.176048992,STABLE,,,,,,,,
35.34548135,-1.532,-9.5,0.153,92.620433,-0.176048992,STABLE,,,,,,,,
35.36616726,-1.532,-9.5,0.153,92.620433,-0.176048992,STABLE,,,,,,,,
35.39267726,-1.532,-9.5,0.153,92.620433,-0.176048992,STABLE,,,,,,,,
35.42549319,-1.532,-9.5,0.153,92.620433,-0.176048992,STABLE,,,,,,,,
35.44689126,-2.145,-9.96,1.992,107.770689,0.581266252,CHANGE,,,,,,,,
35.45658131,-2.145,-9.96,1.992,107.770689,0.581266252,STABLE,,,,,,,,
35.48593731,-2.145,-9.96,1.992,107.770689,0.581266252,STABLE,,,,,,,,
35.52015419,-2.145,-9.96,1.992,107.770689,0.581266252,STABLE,,,,,,,,
35.55076118,-2.145,-9.96,1.992,107.770689,0.581266252,STABLE,,,,,,,,
35.57687421,-2.145,-9.96,1.992,107.770689,0.581266252,STABLE,,,,,,,,
35.6079423,-2.145,-9.96,1.992,107.770689,0.581266252,STABLE,,,,,,,,
35.92781613,-2.145,-9.96,1.992,107.770689,0.581266252,STABLE,,,,,,,,
35.97566317,-1.992,-9.96,0.153,103.193073,0.358399136,CHANGE,,,,,,,,
36.00451324,-1.992,-9.96,0.153,103.193073,0.358399136,STABLE,,,,,,,,
36.04396818,-1.992,-9.96,0.153,103.193073,0.358399136,STABLE,,,,,,,,
36.06753228,-1.992,-9.96,0.153,103.193073,0.358399136,STABLE,,,,,,,,
36.09184812,-1.992,-9.96,0.153,103.193073,0.358399136,STABLE,,,,,,,,
36.11855219,-1.992,-9.96,0.153,103.193073,0.358399136,STABLE,,,,,,,,
36.13915728,-1.992,-9.96,0.153,103.193073,0.358399136,STABLE,,,,,,,,
36.16465924,-1.992,-9.96,0.153,103.193073,0.358399136,STABLE,,,,,,,,
36.18838022,-1.992,-9.96,0.153,103.193073,0.358399136,STABLE,,,,,,,,
36.20960329,-1.992,-9.96,0.153,103.193073,0.358399136,STABLE,,,,,,,,
36.23625324,-1.992,-9.96,0.153,103.193073,0.358399136,STABLE,,,,,,,,
36.26017235,-1.992,-9.96,0.153,103.193073,0.358399136,STABLE,,,,,,,,
36.28371523,-1.992,-9.96,0.153,103.193073,0.358399136,STABLE,,,,,,,,
36.30859015,-1.992,-9.96,0.153,103.193073,0.358399136,STABLE,,,,,,,,
36.33621929,-1.992,-9.96,0.153,103.193073,0.358399136,STABLE,,,,,,,,
36.36015437,-1.992,-9.96,0.153,103.193073,0.358399136,STABLE,,,,,,,,
36.54873536,-1.992,-9.96,0.153,103.193073,0.358399136,STABLE,,,,,,,,
36.57994221,-0.766,-11.186,-0.306,125.806988,1.416371428,CHANGE,,,,,,,,
36.62697027,-0.766,-11.186,-0.306,125.806988,1.416371428,STABLE,,,,,,,,
36.66789315,-0.766,-11.186,-0.306,125.806988,1.416371428,STABLE,,,,,,,,
36.71827529,-0.766,-11.186,-0.306,125.806988,1.416371428,STABLE,,,,,,,,
36.76569222,-0.766,-11.186,-0.306,125.806988,1.416371428,STABLE,,,,,,,,
36.80476735,-0.766,-11.186,-0.306,125.806988,1.416371428,STABLE,,,,,,,,
36.8444383,-0.766,-11.186,-0.306,125.806988,1.416371428,STABLE,,,,,,,,
36.86646722,-0.766,-11.186,-0.306,125.806988,1.416371428,STABLE,,,,,,,,
36.89283631,-0.766,-11.186,-0.306,125.806988,1.416371428,STABLE,,,,,,,,
36.91563128,-0.766,-11.186,-0.306,125.806988,1.416371428,STABLE,,,,,,,,
36.94517134,-0.766,-11.186,-0.306,125.806988,1.416371428,STABLE,,,,,,,,
36.96960519,-1.685,-8.734,-6.129,116.686622,1.00215821,CHANGE,,,,,,,,
36.99429129,-1.685,-8.734,-6.129,116.686622,1.00215821,STABLE,,,,,,,,
37.02031038,-1.685,-8.734,-6.129,116.686622,1.00215821,STABLE,,,,,,,,
37.10923121,-1.685,-8.734,-6.129,116.686622,1.00215821,STABLE,,,,,,,,
37.1208782,-1.685,-8.734,-6.129,116.686622,1.00215821,STABLE,,,,,,,,
37.14626334,-1.685,-8.734,-6.129,116.686622,1.00215821,STABLE,,,,,,,,
37.18026135,-1.685,-8.734,-6.129,116.686622,1.00215821,STABLE,,,,,,,,
37.19758127,-1.685,-8.734,-6.129,116.686622,1.00215821,STABLE,,,,,,,,
37.22176216,-1.685,-8.734,-6.129,116.686622,1.00215821,STABLE,,,,,,,,
37.25610922,-1.685,-8.734,-6.129,116.686622,1.00215821,STABLE,,,,,,,,
37.28651021,-1.685,-8.734,-6.129,116.686622,1.00215821,STABLE,,,,,,,,
37.31053923,-1.685,-8.734,-6.129,116.686622,1.00215821,STABLE,,,,,,,,
37.33558128,-1.685,-8.734,-6.129,116.686622,1.00215821,STABLE,,,,,,,,
37.3559582,-1.685,-8.734,-6.129,116.686622,1.00215821,STABLE,,,,,,,,
37.36583231,-1.685,-8.734,-6.129,116.686622,1.00215821,STABLE,,,,,,,,
37.38087533,-1.685,-8.734,-6.129,116.686622,1.00215821,STABLE,,,,,,,,
37.40562127,-1.685,-8.734,-6.129,116.686622,1.00215821,STABLE,,,,,,,,
37.42960833,-1.685,-8.734,-6.129,116.686622,1.00215821,STABLE,,,,,,,,
37.45736335,-1.685,-8.734,-6.129,116.686622,1.00215821,STABLE,,,,,,,,
37.48276327,0.612,-9.807,1.838,99.930037,0.196501238,CHANGE,,,,,,,,
37.50706337,0.612,-9.807,1.838,99.930037,0.196501238,STABLE,,,,,,,,
37.58930729,0.612,-9.807,1.838,99.930037,0.196501238,STABLE,,,,,,,,
37.83374928,0.612,-9.807,1.838,99.930037,0.196501238,STABLE,,,,,,,,
37.84390424,0.612,-9.807,1.838,99.930037,0.196501238,STABLE,,,,,,,,
37.86864517,0.612,-9.807,1.838,99.930037,0.196501238,STABLE,,,,,,,,
37.89321135,0.612,-9.807,1.838,99.930037,0.196501238,STABLE,,,,,,,,
37.91502426,0.612,-9.807,1.838,99.930037,0.196501238,STABLE,,,,,,,,
37.92485617,0.612,-9.807,1.838,99.930037,0.196501238,STABLE,,,,,,,,
37.93701122,0.612,-9.807,1.838,99.930037,0.196501238,STABLE,,,,,,,,
37.96456216,0.612,-9.807,1.838,99.930037,0.196501238,STABLE,,,,,,,,
37.99082921,0.766,-12.411,0.612,154.994221,2.649667506,CHANGE,,,,,,,,
38.01575015,0.766,-12.411,0.612,154.994221,2.649667506,STABLE,,,,,,,,
38.04245422,0.766,-12.411,0.612,154.994221,2.649667506,STABLE,,,,,,,,
38.06864832,0.766,-12.411,0.612,154.994221,2.649667506,STABLE,,,,,,,,
38.09244726,0.766,-12.411,0.612,154.994221,2.649667506,STABLE,,,,,,,,
38.1159942,0.766,-12.411,0.612,154.994221,2.649667506,STABLE,,,,,,,,
38.14017437,0.766,-12.411,0.612,154.994221,2.649667506,STABLE,,,,,,,,
38.16668532,0.766,-12.411,0.612,154.994221,2.649667506,STABLE,,,,,,,,
38.1892042,0.766,-12.411,0.612,154.994221,2.649667506,STABLE,,,,,,,,
38.19892333,0.766,-12.411,0.612,154.994221,2.649667506,STABLE,,,,,,,,
38.21213434,0.766,-12.411,0.612,154.994221,2.649667506,STABLE,,,,,,,,
38.23683427,0.766,-12.411,0.612,154.994221,2.649667506,STABLE,,,,,,,,
38.26384638,0.766,-12.411,0.612,154.994221,2.649667506,STABLE,,,,,,,,
38.28844426,0.766,-12.411,0.612,154.994221,2.649667506,STABLE,,,,,,,,
38.31416915,0.766,-12.411,0.612,154.994221,2.649667506,STABLE,,,,,,,,
38.65501426,0.766,-12.411,0.612,154.994221,2.649667506,STABLE,,,,,,,,
38.66506122,-5.363,-8.887,4.75,130.303038,1.615035611,CHANGE,,,,,,,,
38.68874023,-5.363,-8.887,4.75,130.303038,1.615035611,STABLE,,,,,,,,
38.70926116,-5.363,-8.887,4.75,130.303038,1.615035611,STABLE,,,,,,,,
38.72880433,-5.363,-8.887,4.75,130.303038,1.615035611,STABLE,,,,,,,,
38.75493024,-5.363,-8.887,4.75,130.303038,1.615035611,STABLE,,,,,,,,
38.7861893,-5.363,-8.887,4.75,130.303038,1.615035611,STABLE,,,,,,,,
38.83575223,-5.363,-8.887,4.75,130.303038,1.615035611,STABLE,,,,,,,,
38.86591933,-5.363,-8.887,4.75,130.303038,1.615035611,STABLE,,,,,,,,
38.89210318,-5.363,-8.887,4.75,130.303038,1.615035611,STABLE,,,,,,,,
38.93397139,-5.363,-8.887,4.75,130.303038,1.615035611,STABLE,,,,,,,,
38.96060417,-5.363,-8.887,4.75,130.303038,1.615035611,STABLE,,,,,,,,
38.98733137,1.838,-13.484,-1.225,186.697125,3.863715637,CHANGE,,,,,,,,
39.00861023,1.838,-13.484,-1.225,186.697125,3.863715637,STABLE,,,,,,,,
39.02020429,1.838,-13.484,-1.225,186.697125,3.863715637,STABLE,,,,,,,,
39.04032729,1.838,-13.484,-1.225,186.697125,3.863715637,STABLE,,,,,,,,
39.06214331,1.838,-13.484,-1.225,186.697125,3.863715637,STABLE,,,,,,,,
39.09271119,1.838,-13.484,-1.225,186.697125,3.863715637,STABLE,,,,,,,,
39.11687921,1.838,-13.484,-1.225,186.697125,3.863715637,STABLE,,,,,,,,
39.14086817,1.838,-13.484,-1.225,186.697125,3.863715637,STABLE,,,,,,,,
39.41662524,1.838,-13.484,-1.225,186.697125,3.863715637,STABLE,,,,,,,,
39.45644234,1.838,-13.484,-1.225,186.697125,3.863715637,STABLE,,,,,,,,
39.49370931,2.604,-15.629,-11.952,393.896761,10.04683252,CHANGE,,,,,,,,
39.53873823,2.604,-15.629,-11.952,393.896761,10.04683252,STABLE,,,,,,,,
39.57682918,2.604,-15.629,-11.952,393.896761,10.04683252,STABLE,,,,,,,,
39.61131428,2.604,-15.629,-11.952,393.896761,10.04683252,STABLE,,,,,,,,
39.63346217,2.604,-15.629,-11.952,393.896761,10.04683252,STABLE,,,,,,,,
39.6726043,2.604,-15.629,-11.952,393.896761,10.04683252,STABLE,,,,,,,,
39.71289227,2.604,-15.629,-11.952,393.896761,10.04683252,STABLE,,,,,,,,
39.75147843,2.604,-15.629,-11.952,393.896761,10.04683252,STABLE,,,,,,,,
39.80541635,2.604,-15.629,-11.952,393.896761,10.04683252,STABLE,,,,,,,,
39.83924031,2.604,-15.629,-11.952,393.896761,10.04683252,STABLE,,,,,,,,
39.88187432,2.604,-15.629,-11.952,393.896761,10.04683252,STABLE,,,,,,,,
39.92595339,2.604,-15.629,-11.952,393.896761,10.04683252,STABLE,,,,,,,,
39.96091843,2.604,-15.629,-11.952,393.896761,10.04683252,STABLE,,,,,,,,
39.99125528,-0.306,-9.653,-2.911,101.747966,0.287019679,CHANGE,,,,,,,,
40.02682042,-0.306,-9.653,-2.911,101.747966,0.287019679,STABLE,,,,,,,,
40.06736756,-0.306,-9.653,-2.911,101.747966,0.287019679,STABLE,,,,,,,,
40.08981444,-0.306,-9.653,-2.911,101.747966,0.287019679,STABLE,,,,,,,,
40.14218642,-0.306,-9.653,-2.911,101.747966,0.287019679,STABLE,,,,,,,,
40.16911842,-0.306,-9.653,-2.911,101.747966,0.287019679,STABLE,,,,,,,,
40.19828442,-0.306,-9.653,-2.911,101.747966,0.287019679,STABLE,,,,,,,,
40.25625446,-0.306,-9.653,-2.911,101.747966,0.287019679,STABLE,,,,,,,,
40.29730037,-0.306,-9.653,-2.911,101.747966,0.287019679,STABLE,,,,,,,,
40.36173037,-0.306,-9.653,-2.911,101.747966,0.287019679,STABLE,,,,,,,,
40.38735536,-0.306,-9.653,-2.911,101.747966,0.287019679,STABLE,,,,,,,,
40.42779639,-0.306,-9.653,-2.911,101.747966,0.287019679,STABLE,,,,,,,,
40.48375538,-0.306,-9.653,-2.911,101.747966,0.287019679,STABLE,,,,,,,,
40.53670147,-1.379,-3.524,-0.153,14.343626,-6.012702019,CHANGE,,,,,,,,
40.58212331,-1.379,-3.524,-0.153,14.343626,-6.012702019,STABLE,,,,,,,,
40.64235547,-1.379,-3.524,-0.153,14.343626,-6.012702019,STABLE,,,,,,,,
40.68796542,-1.379,-3.524,-0.153,14.343626,-6.012702019,STABLE,,,,,,,,
40.71939042,-1.379,-3.524,-0.153,14.343626,-6.012702019,STABLE,,,,,,,,
40.75649241,-1.379,-3.524,-0.153,14.343626,-6.012702019,STABLE,,,,,,,,
40.77332738,-1.379,-3.524,-0.153,14.343626,-6.012702019,STABLE,,,,,,,,
40.80217245,-1.379,-3.524,-0.153,14.343626,-6.012702019,STABLE,,,,,,,,
40.84409645,-1.379,-3.524,-0.153,14.343626,-6.012702019,STABLE,,,,,,,,
40.8643513,-1.379,-3.524,-0.153,14.343626,-6.012702019,STABLE,,,,,,,,
40.88807252,-1.379,-3.524,-0.153,14.343626,-6.012702019,STABLE,,,,,,,,
40.93407634,-1.379,-3.524,-0.153,14.343626,-6.012702019,STABLE,,,,,,,,
40.96601251,-1.379,-3.524,-0.153,14.343626,-6.012702019,STABLE,,,,,,,,
40.9865773,-2.145,-7.968,-0.306,68.183685,-1.542658721,CHANGE,,,,,,,,
41.01439145,-2.145,-7.968,-0.306,68.183685,-1.542658721,STABLE,,,,,,,,
41.07614639,-2.145,-7.968,-0.306,68.183685,-1.542658721,STABLE,,,,,,,,
41.10074332,-2.145,-7.968,-0.306,68.183685,-1.542658721,STABLE,,,,,,,,
41.11429551,-2.145,-7.968,-0.306,68.183685,-1.542658721,STABLE,,,,,,,,
41.13842752,-2.145,-7.968,-0.306,68.183685,-1.542658721,STABLE,,,,,,,,
41.16278651,-2.145,-7.968,-0.306,68.183685,-1.542658721,STABLE,,,,,,,,
41.19059446,-2.145,-7.968,-0.306,68.183685,-1.542658721,STABLE,,,,,,,,
41.21261242,-2.145,-7.968,-0.306,68.183685,-1.542658721,STABLE,,,,,,,,
41.22202352,-2.145,-7.968,-0.306,68.183685,-1.542658721,STABLE,,,,,,,,
41.23473337,-2.145,-7.968,-0.306,68.183685,-1.542658721,STABLE,,,,,,,,
41.25148943,-2.145,-7.968,-0.306,68.183685,-1.542658721,STABLE,,,,,,,,
41.27119544,-2.145,-7.968,-0.306,68.183685,-1.542658721,STABLE,,,,,,,,
41.29303339,-2.145,-7.968,-0.306,68.183685,-1.542658721,STABLE,,,,,,,,
41.3203254,-2.145,-7.968,-0.306,68.183685,-1.542658721,STABLE,,,,,,,,
41.34340551,-2.145,-7.968,-0.306,68.183685,-1.542658721,STABLE,,,,,,,,
41.37817839,-2.145,-7.968,-0.306,68.183685,-1.542658721,STABLE,,,,,,,,
41.41738251,-2.145,-7.968,-0.306,68.183685,-1.542658721,STABLE,,,,,,,,
41.62986639,-4.29,-14.71,0.919,235.632761,5.550334231,CHANGE,,,,,,,,
41.6563845,-4.29,-14.71,0.919,235.632761,5.550334231,STABLE,,,,,,,,
41.68547848,-4.29,-14.71,0.919,235.632761,5.550334231,STABLE,,,,,,,,
41.70644334,-4.29,-14.71,0.919,235.632761,5.550334231,STABLE,,,,,,,,
41.73042849,-4.29,-14.71,0.919,235.632761,5.550334231,STABLE,,,,,,,,
41.75690749,-4.29,-14.71,0.919,235.632761,5.550334231,STABLE,,,,,,,,
41.78424838,-4.29,-14.71,0.919,235.632761,5.550334231,STABLE,,,,,,,,
41.80701044,-4.29,-14.71,0.919,235.632761,5.550334231,STABLE,,,,,,,,
41.83871034,-4.29,-14.71,0.919,235.632761,5.550334231,STABLE,,,,,,,,
41.8568683,-4.29,-14.71,0.919,235.632761,5.550334231,STABLE,,,,,,,,
41.87537435,-4.29,-14.71,0.919,235.632761,5.550334231,STABLE,,,,,,,,
41.90147236,-4.29,-14.71,0.919,235.632761,5.550334231,STABLE,,,,,,,,
41.92964342,-4.29,-14.71,0.919,235.632761,5.550334231,STABLE,,,,,,,,
41.94045237,-4.29,-14.71,0.919,235.632761,5.550334231,STABLE,,,,,,,,
41.95268538,-4.29,-14.71,0.919,235.632761,5.550334231,STABLE,,,,,,,,
41.96519235,-4.29,-14.71,0.919,235.632761,5.550334231,STABLE,,,,,,,,
41.97496346,-4.75,-12.411,-0.153,176.61883,3.489801729,CHANGE,,,,,,,,
41.98473552,-4.75,-12.411,-0.153,176.61883,3.489801729,STABLE,,,,,,,,
41.99468544,-4.75,-12.411,-0.153,176.61883,3.489801729,STABLE,,,,,,,,
42.00437334,-4.75,-12.411,-0.153,176.61883,3.489801729,STABLE,,,,,,,,
42.0143204,-4.75,-12.411,-0.153,176.61883,3.489801729,STABLE,,,,,,,,
42.0240033,-4.75,-12.411,-0.153,176.61883,3.489801729,STABLE,,,,,,,,
42.03580835,-4.75,-12.411,-0.153,176.61883,3.489801729,STABLE,,,,,,,,
42.04564336,-4.75,-12.411,-0.153,176.61883,3.489801729,STABLE,,,,,,,,
42.05858543,-4.75,-12.411,-0.153,176.61883,3.489801729,STABLE,,,,,,,,
42.0825775,-4.75,-12.411,-0.153,176.61883,3.489801729,STABLE,,,,,,,,
42.09938839,-4.75,-12.411,-0.153,176.61883,3.489801729,STABLE,,,,,,,,
42.56541632,-4.75,-12.411,-0.153,176.61883,3.489801729,STABLE,,,,,,,,
42.57549427,1.532,-11.186,0,127.47362,1.490421604,CHANGE,,,,,,,,
42.59396718,1.532,-11.186,0,127.47362,1.490421604,STABLE,,,,,,,,
42.60365532,1.532,-11.186,0,127.47362,1.490421604,STABLE,,,,,,,,
42.62859033,1.532,-11.186,0,127.47362,1.490421604,STABLE,,,,,,,,
42.63835333,1.532,-11.186,0,127.47362,1.490421604,STABLE,,,,,,,,
42.66183923,1.532,-11.186,0,127.47362,1.490421604,STABLE,,,,,,,,
42.67430518,1.532,-11.186,0,127.47362,1.490421604,STABLE,,,,,,,,
42.69995616,1.532,-11.186,0,127.47362,1.490421604,STABLE,,,,,,,,
42.7168753,1.532,-11.186,0,127.47362,1.490421604,STABLE,,,,,,,,
42.74820827,1.532,-11.186,0,127.47362,1.490421604,STABLE,,,,,,,,
42.77433227,1.532,-11.186,0,127.47362,1.490421604,STABLE,,,,,,,,
42.80518721,1.532,-11.186,0,127.47362,1.490421604,STABLE,,,,,,,,
42.85819529,1.532,-11.186,0,127.47362,1.490421604,STABLE,,,,,,,,
42.9116802,1.532,-11.186,0,127.47362,1.490421604,STABLE,,,,,,,,
42.92233131,1.532,-11.186,0,127.47362,1.490421604,STABLE,,,,,,,,
42.93905614,1.532,-11.186,0,127.47362,1.490421604,STABLE,,,,,,,,
42.99579928,1.532,-11.186,0,127.47362,1.490421604,STABLE,,,,,,,,
43.01327632,-1.992,-4.597,-3.677,38.620802,-3.585436299,CHANGE,,,,,,,,
43.03954528,-1.992,-4.597,-3.677,38.620802,-3.585436299,STABLE,,,,,,,,
43.36446927,-1.992,-4.597,-3.677,38.620802,-3.585436299,STABLE,,,,,,,,
43.37523125,-1.992,-4.597,-3.677,38.620802,-3.585436299,STABLE,,,,,,,,
43.40029715,-1.992,-4.597,-3.677,38.620802,-3.585436299,STABLE,,,,,,,,
43.42386625,-1.992,-4.597,-3.677,38.620802,-3.585436299,STABLE,,,,,,,,
43.44926737,-1.992,-4.597,-3.677,38.620802,-3.585436299,STABLE,,,,,,,,
43.47685717,-1.992,-4.597,-3.677,38.620802,-3.585436299,STABLE,,,,,,,,
43.50269125,1.225,-9.04,0.306,83.315861,-0.672247758,CHANGE,,,,,,,,
43.53579233,1.225,-9.04,0.306,83.315861,-0.672247758,STABLE,,,,,,,,
43.56039737,1.225,-9.04,0.306,83.315861,-0.672247758,STABLE,,,,,,,,
43.58385036,1.225,-9.04,0.306,83.315861,-0.672247758,STABLE,,,,,,,,
43.61042331,1.225,-9.04,0.306,83.315861,-0.672247758,STABLE,,,,,,,,
43.63524936,1.225,-9.04,0.306,83.315861,-0.672247758,STABLE,,,,,,,,
43.65945433,1.225,-9.04,0.306,83.315861,-0.672247758,STABLE,,,,,,,,
43.68764327,1.225,-9.04,0.306,83.315861,-0.672247758,STABLE,,,,,,,,
43.70626615,1.225,-9.04,0.306,83.315861,-0.672247758,STABLE,,,,,,,,
43.73924015,1.225,-9.04,0.306,83.315861,-0.672247758,STABLE,,,,,,,,
43.89759027,1.225,-9.04,0.306,83.315861,-0.672247758,STABLE,,,,,,,,
43.91364228,1.225,-9.04,0.306,83.315861,-0.672247758,STABLE,,,,,,,,
43.96026529,1.225,-9.04,0.306,83.315861,-0.672247758,STABLE,,,,,,,,
43.9836904,1.225,-9.04,0.306,83.315861,-0.672247758,STABLE,,,,,,,,
44.01300634,1.225,-9.04,0.306,83.315861,-0.672247758,STABLE,,,,,,,,
44.03920235,1.225,-8.887,1.992,84.447458,-0.610470197,CHANGE,,,,,,,,
44.06296433,1.225,-8.887,1.992,84.447458,-0.610470197,STABLE,,,,,,,,
44.08817138,1.225,-8.887,1.992,84.447458,-0.610470197,STABLE,,,,,,,,
44.1146654,1.225,-8.887,1.992,84.447458,-0.610470197,STABLE,,,,,,,,
44.13506831,1.225,-8.887,1.992,84.447458,-0.610470197,STABLE,,,,,,,,
44.16002835,1.225,-8.887,1.992,84.447458,-0.610470197,STABLE,,,,,,,,
44.18293728,1.225,-8.887,1.992,84.447458,-0.610470197,STABLE,,,,,,,,
44.20951523,1.225,-8.887,1.992,84.447458,-0.610470197,STABLE,,,,,,,,
44.2443663,1.225,-8.887,1.992,84.447458,-0.610470197,STABLE,,,,,,,,
44.29696144,1.225,-8.887,1.992,84.447458,-0.610470197,STABLE,,,,,,,,
44.33607735,1.225,-8.887,1.992,84.447458,-0.610470197,STABLE,,,,,,,,
44.37244429,1.225,-8.887,1.992,84.447458,-0.610470197,STABLE,,,,,,,,
44.5325382,1.225,-8.887,1.992,84.447458,-0.610470197,STABLE,,,,,,,,
44.55843404,-0.153,-12.871,6.129,203.250691,4.456601664,CHANGE,,,,,,,,
44.57951,-0.153,-12.871,6.129,203.250691,4.456601664,STABLE,,,,,,,,
44.60438016,-0.153,-12.871,6.129,203.250691,4.456601664,STABLE,,,,,,,,
44.63401821,-0.153,-12.871,6.129,203.250691,4.456601664,STABLE,,,,,,,,
44.65643909,-0.153,-12.871,6.129,203.250691,4.456601664,STABLE,,,,,,,,
44.68498114,-0.153,-12.871,6.129,203.250691,4.456601664,STABLE,,,,,,,,
44.71387914,-0.153,-12.871,6.129,203.250691,4.456601664,STABLE,,,,,,,,
44.74584105,-0.153,-12.871,6.129,203.250691,4.456601664,STABLE,,,,,,,,
44.77375415,-0.153,-12.871,6.129,203.250691,4.456601664,STABLE,,,,,,,,
44.80189708,-0.153,-12.871,6.129,203.250691,4.456601664,STABLE,,,,,,,,
44.83092502,-0.153,-12.871,6.129,203.250691,4.456601664,STABLE,,,,,,,,
44.85807922,-0.153,-12.871,6.129,203.250691,4.456601664,STABLE,,,,,,,,
44.87800601,-0.153,-12.871,6.129,203.250691,4.456601664,STABLE,,,,,,,,
44.89648917,-0.153,-12.871,6.129,203.250691,4.456601664,STABLE,,,,,,,,
44.92181209,-0.153,-12.871,6.129,203.250691,4.456601664,STABLE,,,,,,,,
44.94675806,-0.153,-12.871,6.129,203.250691,4.456601664,STABLE,,,,,,,,
44.97821,-0.153,-12.871,6.129,203.250691,4.456601664,STABLE,,,,,,,,
44.99612811,-0.153,-12.871,6.129,203.250691,4.456601664,STABLE,,,,,,,,
45.024488,-0.153,-12.871,6.129,203.250691,4.456601664,STABLE,,,,,,,,
45.33125713,-0.153,-9.807,-3.83,110.869558,0.72946143,CHANGE,,,,,,,,
45.35338619,-0.153,-9.807,-3.83,110.869558,0.72946143,STABLE,,,,,,,,
45.37875512,-0.153,-9.807,-3.83,110.869558,0.72946143,STABLE,,,,,,,,
45.400574,-0.153,-9.807,-3.83,110.869558,0.72946143,STABLE,,,,,,,,
45.42855123,-0.153,-9.807,-3.83,110.869558,0.72946143,STABLE,,,,,,,,
45.45404604,-0.153,-9.807,-3.83,110.869558,0.72946143,STABLE,,,,,,,,
45.47830799,-0.153,-9.807,-3.83,110.869558,0.72946143,STABLE,,,,,,,,
45.50257113,-0.153,-9.807,-3.83,110.869558,0.72946143,STABLE,,,,,,,,
45.52556518,-0.153,-9.807,-3.83,110.869558,0.72946143,STABLE,,,,,,,,
45.5383611,-1.685,-5.363,-7.202,83.469798,-0.663819288,CHANGE,,,,,,,,
45.55378297,-1.685,-5.363,-7.202,83.469798,-0.663819288,STABLE,,,,,,,,
45.57129696,-1.685,-5.363,-7.202,83.469798,-0.663819288,STABLE,,,,,,,,
45.59506896,-1.685,-5.363,-7.202,83.469798,-0.663819288,STABLE,,,,,,,,
45.61841109,-1.685,-5.363,-7.202,83.469798,-0.663819288,STABLE,,,,,,,,
45.64459208,-1.685,-5.363,-7.202,83.469798,-0.663819288,STABLE,,,,,,,,
45.67554501,-1.685,-5.363,-7.202,83.469798,-0.663819288,STABLE,,,,,,,,
45.70377615,-1.685,-5.363,-7.202,83.469798,-0.663819288,STABLE,,,,,,,,
45.74117902,-1.685,-5.363,-7.202,83.469798,-0.663819288,STABLE,,,,,,,,
45.77026513,-1.685,-5.363,-7.202,83.469798,-0.663819288,STABLE,,,,,,,,
45.78149608,-1.685,-5.363,-7.202,83.469798,-0.663819288,STABLE,,,,,,,,
45.80547812,-1.685,-5.363,-7.202,83.469798,-0.663819288,STABLE,,,,,,,,
46.10646298,-1.685,-5.363,-7.202,83.469798,-0.663819288,STABLE,,,,,,,,
46.13382199,0.919,-11.032,-0.919,123.394146,1.308291768,CHANGE,,,,,,,,
46.17997506,0.919,-11.032,-0.919,123.394146,1.308291768,STABLE,,,,,,,,
46.20268395,0.919,-11.032,-0.919,123.394146,1.308291768,STABLE,,,,,,,,
46.23624399,0.919,-11.032,-0.919,123.394146,1.308291768,STABLE,,,,,,,,
46.2727721,0.919,-11.032,-0.919,123.394146,1.308291768,STABLE,,,,,,,,
46.29242018,0.919,-11.032,-0.919,123.394146,1.308291768,STABLE,,,,,,,,
46.32115701,0.919,-11.032,-0.919,123.394146,1.308291768,STABLE,,,,,,,,
46.35289004,0.919,-11.032,-0.919,123.394146,1.308291768,STABLE,,,,,,,,
46.38598111,0.919,-11.032,-0.919,123.394146,1.308291768,STABLE,,,,,,,,
46.41114595,0.919,-11.032,-0.919,123.394146,1.308291768,STABLE,,,,,,,,
46.45235017,0.919,-11.032,-0.919,123.394146,1.308291768,STABLE,,,,,,,,
46.48023608,0.919,-11.032,-0.919,123.394146,1.308291768,STABLE,,,,,,,,
46.50396398,0.919,-11.032,-0.919,123.394146,1.308291768,STABLE,,,,,,,,
46.51650098,0.919,-11.032,-0.919,123.394146,1.308291768,STABLE,,,,,,,,
46.54990914,-2.145,-4.903,-2.758,36.246998,-3.779452018,CHANGE,,,,,,,,
46.58005312,-2.145,-4.903,-2.758,36.246998,-3.779452018,STABLE,,,,,,,,
46.8300071,-2.145,-4.903,-2.758,36.246998,-3.779452018,STABLE,,,,,,,,
46.848156,-2.145,-4.903,-2.758,36.246998,-3.779452018,STABLE,,,,,,,,
46.87307313,-2.145,-4.903,-2.758,36.246998,-3.779452018,STABLE,,,,,,,,
46.90949705,-2.145,-4.903,-2.758,36.246998,-3.779452018,STABLE,,,,,,,,
46.93959811,-2.145,-4.903,-2.758,36.246998,-3.779452018,STABLE,,,,,,,,
46.97215703,-2.145,-4.903,-2.758,36.246998,-3.779452018,STABLE,,,,,,,,
47.00276807,-2.145,-4.903,-2.758,36.246998,-3.779452018,STABLE,,,,,,,,
47.03939107,-2.145,-4.903,-2.758,36.246998,-3.779452018,STABLE,,,,,,,,
47.06412914,0.766,-9.347,-2.298,93.233969,-0.144226131,CHANGE,,,,,,,,
47.10020712,0.766,-9.347,-2.298,93.233969,-0.144226131,STABLE,,,,,,,,
47.15829208,0.766,-9.347,-2.298,93.233969,-0.144226131,STABLE,,,,,,,,
